timestamp,people_in,people_out,boat_in,boat_out
2021-08-05 18:46:41,14,203,31,52
2021-08-05 19:16:38,16,203,22,43
2021-08-05 19:46:38,31,233,26,38
2021-08-05 20:16:39,18,160,26,32
2021-08-05 20:46:39,17,156,26,33
2021-08-05 21:00:00,0,18,0,0
2021-08-06 08:46:40,0,0,16,14
2021-08-06 09:16:40,60,5,20,17
2021-08-06 09:46:40,72,3,24,13
2021-08-06 10:16:40,111,13,26,14
2021-08-06 08:46:40,0,0,16,14
2021-08-06 09:16:40,60,5,20,17
2021-08-06 09:46:40,72,3,24,13
2021-08-06 10:16:40,111,13,26,14
2021-08-06 10:46:40,259,20,29,23
2021-08-06 11:16:40,275,13,26,35
2021-08-06 11:46:42,299,18,27,45
2021-08-06 12:16:40,413,23,28,48
2021-08-06 12:46:39,340,29,28,59
2021-08-06 13:32:20,204,53,24,53
2021-08-06 14:02:17,211,60,23,53
2021-08-06 14:32:18,109,55,26,56
2021-08-06 15:02:18,128,61,25,56
2021-08-06 15:39:40,94,97,25,53
2021-08-06 16:09:42,47,279,27,52
2021-08-06 16:39:43,88,172,30,57
2021-08-06 17:09:43,27,280,26,50
2021-08-06 17:39:44,39,267,21,41
2021-08-06 18:09:44,45,369,23,42
2021-08-06 18:39:44,10,157,19,41
2021-08-06 19:09:43,35,161,21,45
2021-08-06 19:39:44,17,249,18,36
2021-08-06 20:09:44,46,177,17,29
2021-08-06 20:39:43,25,150,16,25
2021-08-06 21:00:00,7,12,0,0
2021-08-07 08:46:32,0,0,17,19
2021-08-07 09:16:33,44,10,18,16
2021-08-07 09:46:34,130,8,19,24
2021-08-07 10:16:34,249,17,20,32
2021-08-07 10:46:34,193,20,24,48
2021-08-07 11:16:35,248,19,23,57
2021-08-07 11:46:34,300,11,20,66
2021-08-07 12:16:35,529,18,18,62
2021-08-07 12:46:34,398,23,18,66
2021-08-07 13:16:35,274,22,19,74
2021-08-07 13:46:36,349,41,22,57
2021-08-07 14:16:35,48,19,20,39
2021-08-07 14:46:35,242,45,22,42
2021-08-07 15:16:34,89,73,21,35
2021-08-07 15:46:35,93,154,21,47
2021-08-07 16:16:34,52,306,22,38
2021-08-07 16:46:35,57,225,20,45
2021-08-07 17:16:35,47,124,23,40
2021-08-07 17:46:35,17,104,24,36
2021-08-07 18:16:35,12,64,23,26
2021-08-07 18:46:34,6,118,17,33
2021-08-07 19:16:34,36,222,18,34
2021-08-07 19:46:33,35,216,17,38
2021-08-07 20:16:33,25,226,14,29
2021-08-07 20:46:33,40,191,16,22
2021-08-07 21:00:00,2,37,0,0
2021-08-08 08:46:32,0,0,16,4
2021-08-08 09:16:33,67,13,22,3
2021-08-08 09:46:34,134,25,18,6
2021-08-08 10:16:34,134,23,20,7
2021-08-08 10:46:34,211,27,21,6
2021-08-08 11:16:34,308,14,18,15
2021-08-08 11:46:35,415,28,20,25
2021-08-08 12:16:34,411,29,20,30
2021-08-08 12:46:35,239,40,23,30
2021-08-08 13:16:35,190,32,20,34
2021-08-08 13:46:34,182,63,23,32
2021-08-08 14:16:34,139,29,21,32
2021-08-08 14:46:35,116,73,25,29
2021-08-08 15:16:34,46,93,24,28
2021-08-08 15:46:35,25,191,21,25
2021-08-08 16:16:34,45,92,24,22
2021-08-08 16:46:35,38,160,20,26
2021-08-08 17:16:35,60,175,21,18
2021-08-08 17:46:35,36,113,22,17
2021-08-08 18:16:35,20,173,21,16
2021-08-08 18:46:35,40,107,19,6
2021-08-08 19:16:34,25,192,19,3
2021-08-08 19:46:34,38,184,18,4
2021-08-08 20:16:34,24,107,18,1
2021-08-08 20:46:33,30,94,13,0
2021-08-08 21:00:00,2,0,0,0
2021-08-09 08:46:34,0,4,14,1
2021-08-09 09:16:33,17,6,16,1
2021-08-09 09:46:35,40,10,15,2
2021-08-09 10:16:34,101,20,15,2
2021-08-09 10:46:35,186,17,19,6
2021-08-09 11:16:34,220,19,20,6
2021-08-09 11:46:35,276,31,21,8
2021-08-09 12:16:35,250,26,23,23
2021-08-09 12:46:36,321,28,21,19
2021-08-09 13:16:35,152,32,18,22
2021-08-09 13:46:36,302,40,20,20
2021-08-09 14:16:35,115,10,19,20
2021-08-09 14:46:35,150,51,21,21
2021-08-09 15:16:35,68,84,20,20
2021-08-09 15:46:35,31,99,19,22
2021-08-09 16:16:35,32,202,24,19
2021-08-09 16:46:36,48,118,24,21
2021-08-09 17:16:37,36,251,24,23
2021-08-09 17:46:35,57,218,19,16
2021-08-09 18:16:36,41,164,19,7
2021-08-09 18:46:36,42,167,21,6
2021-08-09 19:16:35,33,45,20,2
2021-08-09 19:46:35,30,259,16,3
2021-08-09 20:16:34,16,109,18,2
2021-08-09 20:46:34,16,68,16,2
2021-08-09 21:00:00,0,6,0,0
2021-08-10 08:46:32,2,0,14,6
2021-08-10 09:16:32,54,3,15,5
2021-08-10 09:46:33,79,14,15,4
2021-08-10 10:16:34,251,12,17,4
2021-08-10 10:46:34,167,20,14,15
2021-08-10 11:16:34,389,16,20,17
2021-08-10 11:46:33,278,31,24,23
2021-08-10 12:16:34,373,36,22,27
2021-08-10 12:46:34,235,29,22,38
2021-08-10 13:16:34,213,27,20,40
2021-08-10 13:46:33,302,56,20,36
2021-08-10 14:16:33,261,30,22,37
2021-08-10 14:46:34,145,58,22,39
2021-08-10 15:16:33,114,63,20,37
2021-08-10 15:46:33,44,169,21,42
2021-08-10 16:16:33,65,249,22,37
2021-08-10 16:46:33,56,197,22,40
2021-08-10 17:16:34,42,260,20,26
2021-08-10 17:46:34,25,113,20,35
2021-08-10 18:16:34,32,323,21,23
2021-08-10 18:46:34,15,178,22,29
2021-08-10 19:16:34,11,162,20,17
2021-08-10 19:46:34,11,216,19,16
2021-08-10 20:16:34,15,149,18,8
2021-08-10 20:46:34,10,60,22,13
2021-08-10 21:00:00,10,3,0,0
2021-08-11 08:46:31,2,4,11,6
2021-08-11 09:16:32,37,11,12,5
2021-08-11 09:46:33,129,6,16,4
2021-08-11 10:16:33,117,19,15,2
2021-08-11 10:46:33,243,34,20,10
2021-08-11 11:16:34,307,25,21,20
2021-08-11 11:46:34,327,21,20,27
2021-08-11 12:16:34,400,28,20,34
2021-08-11 12:46:35,305,46,16,42
2021-08-11 13:16:36,252,38,19,49
